Unnamed: 0,1-Apr,2-Apr,3-Apr,4-Apr,5-Apr,6-Apr,7-Apr,8-Apr,9-Apr,10-Apr,11-Apr,12-Apr,13-Apr,14-Apr,15-Apr,16-Apr,17-Apr,18-Apr,19-Apr,20-Apr,21-Apr,22-Apr,23-Apr,24-Apr,25-Apr,26-Apr,27-Apr,28-Apr,29-Apr,30-Apr,1-May,2-May,3-May,4-May,5-May,6-May,7-May,8-May,9-May,10-May,11-May,12-May,13-May,14-May,15-May,16-May,17-May,18-May,19-May,20-May,21-May,22-May,23-May,24-May,25-May,26-May,27-May,28-May,29-May,30-May,31-May,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul
City of Agoura Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Baldwin Park,0.0,0.0,0.01619838605171703,0.02503386935265359,0.0,0.0,0.0,0.0,0.0,0.016946572782475723,0.018568790678783555,0.018568790678783555,0.018568790678783555,1.4634357108308746,1.5030807424153954,1.5030807424153954,1.4998363066227796,1.5378591203109926,1.5378591203109926,1.8040188161284831,1.9021706487954797,1.9228042735358937,1.963921885670571,1.9860280909611412,0.0959086630558881,0.059243786648137495,0.059243786648137495,0.062188947748449686,0.062188947748449686,0.06366152829860577,0.06513410884876186,0.06660668939891796,0.06660668939891796,0.06807926994907405,0.06807926994907405,0.06807926994907405,0.07117406839553798,0.07706439059616235,0.09902095854058102,0.10049353909073709,0.10049353909073709,0.10049353909073709,0.1034387001910493,0.1034387001910493,0.10491128074120537,0.10638386129136147,0.1094786597378254,0.1094786597378254,0.1109512402879815,0.11744011187321281,0.1379240992674754,0.1410188977139393,0.1410188977139393,0.1424914782640954,0.1439640588142515,0.15766619580411156,0.15766619580411156,0.1592884137004194,0.16385579269703943,0.1732898253825829,0.17491204327889073,0.17668389852135033,0.19422272481530067,0.19731752326176463,0.19716788591561288,0.20026268436207678,0.20512933805100028,0.2080744991513125,0.2111692975977764,0.21898111238701207,0.2206033302833199,0.22045369293716816,0.22943881358425647,0.23253361203072043,0.2340061925808765,0.2418180073701122,0.2418180073701122,0.24506244316272785,0.2466846610590357,0.24977945950549965,0.2732086080000744,0.27954784223915397,0.33347606315991274,0.35469074024670505,0.3986038761355422,0.40596677888632277,0.41657411742971895,0.42850439917711936,0.4423561735131312,0.45001835095621506,0.46062568949961125,0.4918666527834217,0.5117583866662097,0.522216087863454,0.5341463696108545,0.546076651358255,0.5786405578460697,0.5955871306285455,0.6017767275214734,0.6061944691719415,0.6137070092688738,0.6334491058055101,0.6470016054492183,0.659380799235074,0.6885569284572537
City of Bell Gardens,0.10225854528367896,0.12544237842049458,0.1456459230574649,0.17208881514611835,0.19755646171079108,0.2103130685135161,0.2319413689916872,0.25126239715712,0.29166504886365857,0.17187072179249063,0.18089431220869337,0.1902822927455665,0.1931896390854948,0.2091977020103707,0.21638001073287014,0.20493577126367346,0.21673729955430632,0.22706136141252023,0.23474214608478516,0.2722753101917228,0.32002488474139384,0.3555302719591668,0.38842869647100275,0.40209583514353037,0.30851327068340884,0.42916943162322646,0.43936679523587824,0.4541708749003252,0.4770333405640534,0.5017338883670233,0.533260548210459,0.5517122607761564,0.5627984780584311,0.5663972324638299,0.5901847708466214,0.6229752909820035,0.634612975073361,0.6635296248465049,0.6834850783990858,0.6953630320842876,0.7012662617199298,0.7290637892712587,0.7750384838211006,0.7974544701353219,0.8188274092815507,0.8452955624230788,0.8581226469907582,0.880880693834608,0.9489828994324903,1.04522739846017,1.094229228489211,1.1380710510999705,1.1742775761204876,1.2189360094591282,1.2450418938163006,1.418607733756507,1.4423733194058157,1.4642545085034904,1.6203368291957434,1.771226189605954,1.800601682599898,1.8381877097427661,1.8599532239798064,1.8970428946829168,1.9633203364621357,2.0229586447757852,2.069733276470194,2.1232937535774212,2.1463897199098616,2.201565746705787,2.2719183881055995,2.374395006496373,2.4838908668892516,2.5517022230529967,2.5873287447404443,2.6186448909423112,2.6968922145434155,2.7743030917702716,2.8181182614706057,2.849103065765125,2.9452590483134795,3.043653351136124,3.1585666099399563,3.250085570801237,3.2910605641211004,3.351886907206582,3.412758587712665,3.483305090015501,3.584543817393595,3.6858217195768774,3.8243270709528154,3.8853085003390535,3.9774626785493346,4.064054453090323,4.157812241574154,4.247726963012068,4.342185440585641,4.512457717297394,4.614652503115964,4.6798999112497714,4.786831410178862,4.905258933805224,5.0245853165029155,5.1401648253801016,5.301190044553034
City of Beverly Hills,0.5935800141687337,0.6677850567353508,0.7943462670289037,0.8503320426505395,0.9503124430604402,1.002822873511516,1.016389511989764,1.0509312101228918,1.0632694105263878,1.119457426275814,1.1760812350397312,1.1927305662228964,1.2059278807881957,1.2322671081395227,1.278942628282223,1.3263914671622654,1.3843741560746676,1.4646382519194716,1.5108616614713282,1.6291950385908749,1.745092079767015,1.8231194879188264,1.854109129695499,1.8999539332199538,1.9348058418318552,1.9960887250097166,2.0484349281950807,2.0941012360989655,2.125784037325402,2.16069299425307,2.216525327815503,2.2884467143326623,2.315646697873877,2.3216588857975866,2.386024071871428,2.391365836817496,2.3972333613655055,2.406363123169755,2.4465323380058326,2.4847061382744045,2.5079240712837736,2.536179986629972,2.598020459749959,2.597540944040142,2.60373167815026,2.650999017011818,2.659281532120386,2.6749887895080944,2.676834847073297,2.722849725806744,2.7689607509695895,2.7943444188076203,2.818944949602718,2.8828338052597573,2.9539217118315433,3.003436278644136,3.036068824572753,3.0903438284432685,3.1414344695886616,3.2161247697931703,3.2725139120304414,3.307052586285268,3.3383963836465296,3.3640974661821863,3.4133825046528274,3.509880770614135,3.576277007411173,3.6384894793257745,3.6564828487961636,3.7089256455966986,3.7366154098528606,3.7817221793593236,3.831210059007718,3.8572914490710652,3.8737358157651154,3.9025025003368317,3.901806976496998,4.053517460390745,4.099481938374484,4.147644686215967,4.2319652297674635,4.286224578272372,4.397068409458398,4.4651488991420205,4.516918762869385,4.595966433243097,4.6738951746095285,4.770864165158228,4.8342122682620206,4.993013664514371,5.078385317806915,5.207626786664546,5.273852252216429,5.329253134101731,5.398676400162765,5.455400586023034,5.534626193243262,5.710517647044557,5.811834766224229,5.853216186857544,5.966608214288425,6.0770492573780945,6.1790403566838705,6.261520302034203,6.376257518095624
City of Bradbury,0.0007868646068299848,0.0013114410113833077,0.0018360174159366312,0.0023605938204899544,0.0026228820227666154,0.0028851702250432773,0.0028851702250432773,0.003147458427319939,0.003934323034149923,0.004721187640979909,0.0057703404500865545,0.006557205056916539,0.007344069663746525,0.00813093427057651,0.008917798877406494,0.009180087079683156,0.009704663484236478,0.010491528091066462,0.010753816293343125,0.011540680900173109,0.013638986518386404,0.014950427529769711,0.01626186854115302,0.017573309552536328,0.018360174159366312,0.018884750563919635,0.019147038766196296,0.02019619157530294,0.021769920788962914,0.022294497193516234,0.02334365000262288,0.02465509101400619,0.026228820227666157,0.02806483764360279,0.030425431464092746,0.03252373708230604,0.03304831348685936,0.03357288989141268,0.03776950112783927,0.03908094213922257,0.03986780674605256,0.04144153595971253,0.04406441798247915,0.04668730000524576,0.04747416461207575,0.050097046634842365,0.050359334837119026,0.05114619944394901,0.05429365787126895,0.05612967528720558,0.0587525573099722,0.06163772753501548,0.06504747416461208,0.06845722079420868,0.0710801028169753,0.07501442585112521,0.07711273146933852,0.07947332528982848,0.08524366573991503,0.08865341236951163,0.09101400619000158,0.0936368882127682,0.09625977023553481,0.09862036405602476,0.10019409326968473,0.10307926349472801,0.10622672192204795,0.10675129832660127,0.10806273933798456,0.1098987567539212,0.1119970623721345,0.11671825001311441,0.12170172585637098,0.12694748990190421,0.12957037192467083,0.1345538477679274,0.14032418821801396,0.14478308765671719,0.14714368147720716,0.15107800451135708,0.15579919215233698,0.1626186854115302,0.26711809491402233,0.2812816578369621,0.38053530329392093,0.3852564909349009,0.3894531021713275,0.396010307228244,0.4062395471170338,0.4169933634103769,0.4269603150968901,0.5288368425766156,0.5348694712289788,0.544049558308662,0.5534919335906218,0.5629343088725816,0.5723766841545413,0.5833927886501612,0.5915237229207377,0.5970317751685477,0.6038512684277408,0.6140805083165305,0.6264080538235337,0.6363750055100469,0.6502762802307099
City of Burbank,0.0512951002479804,0.05403689107705439,0.05677868190612839,0.05868777114220031,0.0639108526690474,0.06534603619314054,0.06980237808307986,0.07207026320017508,0.07517084991027236,0.0763623473842977,0.07672114326532099,0.07727447732155088,0.07799206908359745,0.08030910207555385,0.08282067324271686,0.08472976247878879,0.08592125995281415,0.08876134653161052,0.09186193324170781,0.0969207570627382,0.10186447105281311,0.10728209075486676,0.1111494171018718,0.11434829956169149,0.11611199849741799,0.11663505208425796,0.12229635783637945,0.1251364444151758,0.12972136252422745,0.13203839551618385,0.13965793837923843,0.14863863743944952,0.1516241143185913,0.155838823482701,0.16593965704352867,0.17179550097085675,0.17458643967479193,0.17685432479188712,0.17983980167102892,0.18103129914505425,0.1847040873168527,0.19097327601737973,0.1964400435942946,0.19983346422932086,0.20234503539648388,0.2068808056306743,0.20955663450365397,0.21027422626570058,0.21549730779254767,0.2157107133732255,0.21714589689731867,0.21858108042141178,0.22249755464327803,0.2239327381673712,0.22939950574428605,0.23374073780326987,0.23940204355539135,0.2419136147225543,0.24649853283160594,0.2529131118324784,0.25810051187262106,0.26041754486457747,0.2632879119127638,0.2673194959655855,0.26836560313926544,0.27099228413738397,0.2717098758994305,0.27761486770161975,0.2795731048125529,0.2808137501614394,0.2837992270405812,0.2892471272120248,0.2910411066171412,0.294026583496283,0.29526722884516954,0.2969460984193305,0.29802248606240034,0.31094788648962945,0.3132649194815858,0.31784983759063745,0.3247517886916455,0.3269045639777852,0.3320125356736768,0.33969804049282565,0.3414920198979421,0.34535934624494713,0.35559210371796346,0.36138738670651166,0.37217347823575786,0.38163614837879006,0.3965689337918134,0.402230239543935,0.4114000757620381,0.4197728918738437,0.42814570798564927,0.43651852409745484,0.44577318967712365,0.4644770590116679,0.4777935891135483,0.4840930582834652,0.4918277109774754,0.5014223050326961,0.5142157815477366,0.5241032095278865,0.5393099614603676
City of Calabasas,0.02216195303367774,0.02657587732146125,0.029840351017351663,0.03766820425457006,0.04204770571610919,0.047277742600801066,0.05057664844623864,0.05435834287855401,0.058772262504686146,0.061071163688472326,0.06745066048836006,0.0692667777469198,0.07074956167214623,0.07274956167214625,0.07976128832750214,0.08087631609315084,0.08417521727693701,0.08792248422135664,0.09055471873847613,0.09893421087671252,0.11012983892011415,0.12035988978976017,0.12944049939081587,0.13352109500691742,0.13663611344926335,0.1381189020361412,0.14490059646845652,0.14626835262803425,0.1563489482441358,0.1591306426764512,0.17369402687943056,0.17532626605820142,0.1893379973752087,0.19193581372773522,0.20724645089018004,0.21151093390937323,0.21625820551544422,0.21918936452460677,0.2485881989924569,0.2502204381712278,0.2527032220964543,0.25663437178231413,0.2620827282196448,0.2673472159004893,0.279336311648076,0.286980291467157,0.2910608870832585,0.2944748253559962,0.2974059797035074,0.30133713871267,0.3060499781691939,0.30768222200961615,0.31016500593484253,0.31116500593484253,0.3144639071186287,0.32072838081451915,0.32536061999329,0.3287745536043763,0.33122291470335835,0.3410163590992865,0.399929051138984,0.4028601915015411,0.4109407917792941,0.4162052654751845,0.4172396883014289,0.42132027925587906,0.42458475761342085,0.4288836634588585,0.4350448593527129,0.44127490089905613,0.44843610611621343,0.4552984008262817,0.4602295411888388,0.4624134192686276,0.469091821913953,0.4713563095947976,0.47695412128567266,0.48506914438966997,0.4907819698612397,0.499161461999476,0.5391354166489641,0.5453310400307144,0.5512277482437244,0.5609867465051512,0.5660673421212528,0.5783091289695576,0.5868380670380355,0.594033681096483,0.6020109802639431,0.6204828039969398,0.630161206642265,0.6366901726806514,0.6491964332248465,0.655541497875187,0.6618865625255276,0.6682316271758683,0.7021594090354992,0.7254934995086557,0.7302751939409712,0.7371374793277368,0.745781463808469,0.7532415608861097,0.7638166577594908,0.7743917779411289,0.7893808224105502
City of Cerritos,0.01846436628829683,0.019521364940623547,0.025345834108390815,0.027933267451846232,0.03587173392426694,0.03981343551679661,0.042929368186415386,0.043810200396687655,0.046397633740143066,0.04727846595041533,0.053455268002291514,0.05363143444434596,0.05380760088640041,0.05792546892098453,0.06392610453080626,0.06616120499015275,0.07027907302473689,0.03208424561385109,0.03243657849795999,0.03437440936055898,0.03954927604746982,0.04266520871708859,0.04701430648108854,0.04689320332639547,0.05633930401596098,0.04830253486283109,0.0493595335151578,0.049711866399266724,0.05253052947213797,0.05323519524035578,0.056527294352029,0.05811279233051908,0.058465125214627996,0.05864129165668244,0.06175722432630122,0.06334272230479131,0.06528055316739029,0.06651371826177145,0.06792304979820708,0.06968471421875161,0.07227214756220703,0.08121254939959308,0.0856167104509544,0.08843537352382565,0.09790427468737505,0.10765946886770167,0.11059923509526598,0.11623656124100848,0.12176376081202823,0.12922879124564696,0.13799302664097854,0.14404872553816164,0.15116142308767144,0.15498202152550805,0.1699230589727158,0.18374105790026515,0.1858550552049186,0.19191075410210173,0.21689327874641331,0.23729547589730915,0.24741397954171498,0.25753248318612076,0.26293857960244743,0.2719340447271949,0.2771639747014671,0.2893964756505264,0.30215747592574904,0.31503957935566473,0.31833167846733795,0.32750331003413985,0.3332617393345754,0.34296187022754065,0.3609528004770355,0.37376886403961945,0.3768847967092383,0.3812338944732382,0.39293789609613416,0.41275653063350526,0.4195719585862675,0.42392105635026744,0.43179348295535647,0.45108361816656417,0.4665972416473263,0.48982907845106377,0.49747027532673693,0.5136444778683259,0.5204599058210881,0.5336283022677811,0.5493180921905977,0.5663070870751272,0.590463842796528,0.6006924730156565,0.6130351005394385,0.6287909303295869,0.6462533612529184,0.6620091910430667,0.6794716219663982,0.7073829362583038,0.7268382613315958,0.7395992616068183,0.7629081479570818,0.7943977070891521,0.8070266276297114,0.831392512632302,0.8646327596049463
City of Commerce*,1.1501230504944826,1.6122011948380426,1.845051521937387,3.4241451244712624,4.770250115706815,5.000231239243242,5.4600632211047015,6.812047982172524,7.047820848966545,7.948917536874091,8.851882859365318,9.082218627111434,9.31177303449508,9.992871061773592,10.223513074832217,10.985736001798795,11.451196537577761,12.585501043989227,13.484043644140204,16.45385861079858,19.862747930748746,25.503125388709137,28.018232208546273,30.72711832780801,31.510469590911548,32.354973153665824,35.94337007949346,37.07641737489686,41.80181336615126,42.49234600615382,46.088339209217125,46.99797158964792,48.57140243528551,49.469894013747265,56.41865126140804,60.90292260033215,63.14755337940673,64.96111320558273,69.0041390343033,69.45656182087323,71.69804102744696,73.72882393075636,75.556601186775,78.48502986518886,80.51662824824568,82.77414373509164,86.35485867270923,87.26438761610736,92.46126873029101,95.43953244603318,99.27485717875412,106.45507177643393,110.50939870116032,113.45038397545773,116.82824173100748,124.79062018022147,127.0414293832011,131.75457979838768,136.12450606982475,142.73867877713067,145.22475962479558,148.1536091395105,152.20245774876597,155.1360124310465,157.8837860686223,162.18131083147816,167.13686561856105,172.31375631628364,175.91893689688712,180.88408321919906,186.29460759371176,193.08415315359915,199.64776511454073,202.83690270122406,204.66775405818547,208.94205393807593,215.2665188065706,223.16851674431365,225.65997625269222,229.94457398055457,238.29751012584632,243.74578129169487,255.25345428500702,260.6797796623372,264.5110147434706,266.80606846480435,274.4606077180546,278.3281092862587,285.3550845688917,293.2669590273163,300.0715348380571,304.36301452345975,311.15088057840654,315.46276098723695,320.0047013614157,324.32193825274175,328.8642986890897,341.9835797594556,346.98628700824133,349.4977631779043,356.7425381386029,364.21437321706446,373.7061535084574,377.1540249418135,386.0060198624886
City of Cudahy,1.1682388185781465,1.6308961535184536,1.8653948129791753,3.447304960096472,4.802079074477163,5.034286550476253,5.502271374124069,6.859047093545767,7.124413559795601,8.030502825292157,8.936975640464238,9.172177671450365,9.406468201162346,10.095026958741833,10.331059584628502,10.997742195131975,11.465070241772585,12.602252236386157,13.503412267021023,16.46067920725514,19.853558465369435,25.470896883435824,27.963053923021825,30.669511359968904,31.64080596887392,32.48454905980721,36.07556200717797,37.211420296561464,41.93461809717663,42.62972908326476,46.239876529100655,47.15503048387778,48.737740988420036,49.642046804678095,56.60583885795376,61.099996754269824,63.35150837935998,65.17460570167219,69.22003109794096,69.68101312550287,71.92825964620845,73.97944925406512,75.80784281731772,78.74297144757723,80.786061985629,83.06187750704942,86.65227468493163,87.5763513679805,92.78240528468963,95.78424513350699,99.63880441239723,106.85162603499758,110.91697369626601,113.87013231213649,117.27600558495588,125.27479204329705,127.55032199106844,132.28403884304035,136.6844127376775,143.30252593974248,145.813674047595,148.76493332543558,152.83166064286377,155.79564609145876,158.55745052604004,162.86035095963783,167.8345085086929,173.04922994691103,176.65564213503978,181.65649583829412,187.0994533489546,193.9367245316285,200.52474567333115,203.74626904633152,205.5916831701654,209.87694884670972,216.23963396194878,224.1748765381763,226.67987470998074,230.97690107369965,239.3792454499735,244.88242358646798,256.4264286766431,261.91357886605147,265.7715449831365,268.1006538544095,275.7960113287901,279.6893906520955,286.76192386327324,294.70843333304543,301.57393679101034,305.9082553201499,312.7152344153024,317.06724834434755,321.6487044529777,326.0015942618248,330.5846339829066,343.79111226001584,348.84526546056856,351.3898532358554,358.7003778942729,366.23111336897097,375.76915594858264,379.2833363131927,388.2170886740139
